,Id,Tag,hash_key
1820,4002,homework,7255689992866277379
1821,4004,.net,7846059559787258922
1822,4004,authentication,18066922542198540061
1823,4004,encryption,7536950346239052176
1824,4004,ssl,13421507053439805604
1825,4034,asp.net-mvc,17483823317101141198
1826,4034,internationalization,8899280246028728010
1827,4034,multilingual,5878450790573943952
1828,4046,java-ee,11423424242647471212
1829,4046,deployment,4351424532399054319
1830,4046,ant,11230775048101196056
1831,4046,websphere,5387564468100832024
1832,4046,ear,16879111122572205066
1833,4051,c,12543079852797733956
1834,4052,sql-server,3612632442484450747
1835,4052,sql-server-2005,11028758942494165523
1836,4052,full-text-search,5444836901113365188
1837,4062,language-agnostic,9160286828243012621
1838,4062,caching,8932203460562568338
1839,4072,svn,8180774114801215615
1840,4072,merge,560252112218061989
1841,4077,stackoverflow,9191552253039939063
1842,4077,legal,12920408130944425065
1843,4077,policy,18000323267375173471
1844,4080,java,6377484033802654456
1845,4080,code-coverage,10444337197810619194
1846,4080,static-analysis,6902113858751754214
1847,4101,code-snippets,12009666834520141892
1848,4108,stackoverflow,2035424755980044633
1849,4108,comparison,14373911362923177664
1850,4108,evaluation,9847413634209281471
1851,4108,benchmarking,6241911881684284473
1852,4110,sql,5155189028980122971
1853,4110,sql-server,6080085902573923253
1854,4110,database,12182586910216111863
1855,4110,diagram,5277211710029721869
1856,4116,stackoverflow,8106456057204594348
1857,4121,coding-style,6296074269553958195
1858,4138,vb.net,13720359611314579384
1859,4138,svn,7785153287646429512
1860,4138,tortoisesvn,10927390935503415559
1861,4141,stackoverflow,2819212808870360476
1862,4141,reputation,566199271526876964
1863,4149,java,16536440187483999612
1864,4149,file,4020616239019068634
1865,4149,file-io,17655494742667992274
1866,4151,.net,13101864060966042350
1867,4151,caching,5225021508750531269
1868,4157,c#,13279419780972528886
1869,4157,.net,13428933014087633947
1870,4157,performance,4775448765916370050
1871,4157,configuration,17058040233482610506
1872,4157,properties,7483382599974932583
1873,4163,stackoverflow,13983043598858742224
1874,4163,offensive,5882279220388229728
1875,4163,abuse,3488822960468995907
1876,4163,user,9076852105447842761
1877,4164,frameworks,8979780457056954795
1878,4164,content-management-system,12820924506567054451
1879,4167,streaming,10210658429357762942
1880,4167,webcam,2554706536890738958
1881,4168,algorithm,14822696585554969018
1882,4168,sorting,8852077205926528759
1883,4168,graph,12396514453313380073
1884,4168,directed-graph,3117988225970560308
1885,4170,ado.net,3966415767399392178
1886,4176,ruby,17308746723194981227
1887,4191,hardware,5175382838665850866
1888,4191,harddrive,10851264282392002313
1889,4191,ssd,9522645250160964188
1890,4199,stackoverflow,15712379197130936937
1891,4199,textbox,6679554554322143918
1892,4199,cursor,17188972024748407452
1893,4199,search,4453707716720598609
1894,4208,windows,634353435858673251
1895,4208,unix,1358684771368728420
1896,4208,process-management,4512189242401773234
1897,4219,svn,6567067853499094178
1898,4219,tfs,6951123545696317984
1899,4221,c#,12668930824942946386
1900,4221,asp.net,16592381298589585342
1901,4221,database,13844470719441428942
1902,4221,linq,13585924131576768068
1903,4221,linq-to-sql,13934257867026935348
1904,4224,game-development,3286459251215382568
1905,4224,language-agnostic,2577855943082408433
1906,4224,maps,7171620883065230223
1907,4225,language-agnostic,15468132061291233233
1908,4225,maps,1921678559251194631
1909,4225,voronoi,1723854100368088820
1910,4227,c#,8600389111901876540
1911,4227,.net,7490326862835418168
1912,4227,dictionary,8837158681480695100
1913,4230,asp.net,12196018044814301997
1914,4234,c#,12492209600829809774
1915,4234,messaging,15138995590636976232
1916,4234,activemq,11874906716390032947
1917,4240,stackoverflow,8749764578303822439
1918,4240,knowledge,2357455823471111304
1919,4240,popularity,5457570956165167381
1920,4240,formula,5210016678182437345
1921,4240,rating,1044551169348611339
1922,4242,java,6772261801290350596
1923,4242,autoboxing,13344658332376330878
1924,4246,sql-server,14537235283065538134
1925,4246,ftp,8382318003628402806
1926,4269,mobile,12075688116319529518
1927,4269,sms,17465719292623358107
1928,4287,erlang,12529088701227123540
1929,4303,testing,16063998859274127193
1930,4303,tdd,4584500730009851690
1931,4305,.net,5085125113037878895
1932,4305,hosting,10484855418152550669
1933,4306,c++,16260303523599559161
1934,4306,oop,13294796081787442523
1935,4306,data-structures,3356394067297305974
1936,4306,hash,3239940831326393341
1937,4306,maps,5041743262147205577
1938,4314,testing,7080131688104228014
1939,4314,mocking,1407537563671815393
1940,4320,asp.net,3485683718474070523
1941,4320,business-logic-layer,14351096554831190827
1942,4320,objectdatasource,12100580117112593486
1943,4321,stackoverflow,15582449683141371890
1944,4321,badge,9959516091595170887
1945,4333,unit-testing,11997214105661131756
1946,4333,tdd,9001966196915757897
1947,4335,c#,4487390056775543812
1948,4335,.net,16991403750022887578
1949,4335,wcf,8798371225198015270
1950,4335,soa,10968787205019493281
1951,4339,stackoverflow,9614703131780022103
1952,4347,winapi,14992035134610881536
1953,4347,qt,1541508577489512887
1954,4347,mfc,8891542792393344408
1955,4349,stackoverflow,17075133873165109546
1956,4349,reputation,16405930395026384632
1957,4363,c#,10772685049547663742
1958,4363,asp.net,10593224164419081108
1959,4363,visual-studio,15321911920388766251
1960,4363,unit-testing,16523225491358701294
1961,4369,php,2461635110752607061
1962,4371,mysql,276478566767787839
1963,4387,documentation,6805413725309516594
1964,4387,generator,11085002833209986931
1965,4392,javascript,13220355987450075485
1966,4392,debugging,6498068357434492925
1967,4392,ide,3488263230288406528
1968,4392,xul,1660869141881548015
1969,4392,xulrunner,7463384993272759049
1970,4393,sql,4031135339006719848
1971,4393,sql-server,17037317743313943099
1972,4393,scripting,15046450648513413590
1973,4393,dynamic-sql,13607348947518928628
1974,4409,untagged,7402826272300463596
1975,4416,.net-3.5,1616032774658740419
1976,4417,stackoverflow,15927514041623365599
1977,4418,ruby,16568476386194286612
1978,4418,proxy,15999417310845682367
1979,4418,rubygems,15913275543274282930
1980,4418,ironruby,16327439999700513641
1981,4423,stackoverflow,17391948793271330426
1982,4430,php,7008630859605150691
1983,4430,web-services,17229548496313500939
1984,4430,visual-studio,17601111853522654261
1985,4430,wsdl,3285470555363449935
1986,4432,c#,12377859878536482418
1987,4432,csv,15342784157558737160
1988,4433,operating-system,17270503066654960147
1989,4433,windows-xp,5065584918407809406
1990,4433,windows-vista,10507842505706767471
1991,4434,.net,929294913719063597
1992,4434,visual-studio,13692193135567538977
1993,4434,ide,18083484418500470602
1994,4442,.net,223926022997331866
1995,4442,unit-testing,3569520564036388465
1996,4442,code-review,9708175049911550036
1997,4442,rhino-mocks,3875336266419726475
1998,4442,mocking,17793280651818739
1999,4452,ergonomics,274266912593247000
2000,4458,t4,13810798987085012991
2001,4458,dsl,1958080680850132361
2002,4458,vsx,17392626361474826471
2003,4463,stackoverflow,16183344937821803920
2004,4463,badge,4837223603668503078
2005,4463,enhancements,8036461406860400432
2006,4478,fun,4767238744345753761
2007,4478,webcomic,6531111211201904075
2008,4478,xkcd,2206920802188727163
2009,4494,language-agnostic,2529217479180596845
2010,4494,seo,1479311246696679025
2011,4506,language-agnostic,13749171614467956295
2012,4506,http,2669989460765458064
2013,4508,.net,16895004182237621427
2014,4508,email,16326130769534701513
2015,4508,pinvoke,11796956168463300209
2016,4508,mapi,14790439723161841546
2017,4510,productivity,5293990869243950140
2018,4510,ergonomics,18258577379057895398
2019,4511,sql,14918876112796594622
2020,4511,sql-server,6637493164826476992
2021,4511,database,5248570531667715066
2022,4511,sql-server-2008,9345920355289269562
2023,4511,intellisense,15877702426042772864
2024,4519,unix,17137155181484719613
2025,4519,vpn,10480919946506857342
2026,4519,xming,9304318126213190407
2027,4529,sql-server-2005,8314170777161872594
2028,4529,sql-server-2008,17896140734097248657
2029,4529,installation,10230546116305052137
2030,4530,stackoverflow,17596157519635465549
2031,4530,openid,16299798238386840247
2032,4530,account,13134213886030118958
2033,4533,language-agnostic,7122224075517236198
2034,4533,http,16142479240777989141
2035,4533,webserver,7231823564516196299
2036,4533,header,15982498054984226749
2037,4533,etag,8968758763598661202
2038,4541,database,10568968430852282376
2039,4541,logging,5804206199041577443
2040,4541,text-files,5737776742729193914
2041,4541,olap,14580899012061896024
2042,4543,performance,3193487354064233726
2043,4543,file,3213896060836969703
2044,4543,csv,10588499994762392906
2045,4543,filehelpers,17020619907756345446
2046,4544,javascript,6963081913671264847
2047,4544,firefox,4322748161492179176
2048,4544,delicious-api,12662268515660390747
2049,4545,html,1778657514084377835
2050,4545,tags,8418215229820985946
2051,4556,c#,18080048572901045502
2052,4556,performance,1653599524024333703
2053,4556,loops,4031333678023684859
2054,4565,networking,5053113055600094951
2055,4565,modem,2674199163308286422
2056,4565,qos,2595459278775586399
2057,4565,adsl,10242911726764372029
2058,4581,stackoverflow,2683682733745652128
2059,4581,welcome,8220145156711126565
2060,4582,video,15527997213813720706
2061,4582,compression,10780882190619522036
2062,4582,dct,14725210262993073179
2063,4604,language-agnostic,16426616684174358860
2064,4610,c#,1242372961014542139
2065,4610,.net,18148246880482477791
2066,4612,c#,8840592845230443794
2067,4612,performance,3031815509131957519
2068,4612,compiler-construction,12736501609118552941
2069,4617,version-control,15926637744697153122
2070,4617,mercurial,9117435229074464312
2071,4617,dvcs,8252038742004245649
2072,4622,sql,11350637117140063371
2073,4622,sql-server,7790978233153086916
2074,4622,database,13777396641482239890
2075,4622,oracle,5016212162519035215
2076,4622,syntax,4497989495410138460
2077,4627,asp.net,15444784859798463250
2078,4627,.net-3.5,5091366381537400898
2079,4629,c#,2684326968901169427
2080,4629,reflection,10527873592591411338
2081,4629,properties,8120231719206933603
2082,4629,c#-2.0,4757498504553977412
2083,4630,java,18017666734509525559
2084,4630,jni,3399244135360121189
2085,4630,java-web-start,12288390515722036967
2086,4630,nativelibrary,16386067523159479023
2087,4638,windows,5847328777328349184
2088,4638,winapi,140272166818490377
2089,4638,moniker,16713326175180521751
2090,4648,javascript,4566183763801753626
2091,4648,stackoverflow,12781054129686810236
2092,4648,markdown,14131064234793512023
2093,4648,hacking,317531125431151111
2094,4651,books,15951704298970376551
2095,4651,readinglist,3753015315209644251
2096,4661,openid,10072533203307474181
2097,4664,c#,10859349312831758502
2098,4664,.net,11257855216658497553
2099,4664,namespaces,9576480084574968404
2100,4665,windows,7229201422587538678
2101,4665,testing,1154040029010942079
2102,4670,version-control,16670512041581135031
2103,4670,dvcs,16585112726144710018
2104,4677,ruby,2180584771648786197
2105,4677,design-patterns,8978730890444768671
2106,4677,singleton,11074541409472918258
2107,4684,vmware,10672122240946826727
2108,4684,virtualization,4360221788014274723
2109,4689,fonts,14137730297232045109
2110,4689,development-environment,5029059053135974658
2111,4724,functional-programming,15815621925185439072
2112,4724,lisp,6954150346585972337
2113,4726,web-applications,4294380672473601660
2114,4726,software-engineering,11750532189517270901
2115,4726,configuration-management,11447845053406111423
2116,4736,regex,1388326767438817995
2117,4738,asp.net,2244949440166589918
2118,4738,configuration,211212872101877238
2119,4738,asp-classic,13198731000969878157
2120,4745,asp.net-mvc,12645757477970168458
2121,4745,webforms,1459010433868088781
2122,4749,stackoverflow,7312629665472406128
2123,4752,sql-server,11173201297979930610
2124,4752,database,9665989812339975489
2125,4752,sharepoint,6888050610631396514
2126,4752,search,11669185427668413252
2127,4752,ssp,11357076869970123103
2128,4766,microcontroller,14594477931646462603
2129,4767,microcontroller,11379623502130916245
2130,4769,programming-languages,12910410716851796469
2131,4773,stackoverflow,6890590769417824663
2132,4782,sql-server,1203754698699535137
2133,4782,linq,13868748067507517602
2134,4782,performance,13116848292397067589
2135,4782,linq-to-sql,11509057608321982800
2136,4783,c#,10950118781992768801
2137,4783,asp.net,5947801189697395103
2138,4783,jquery,1296583423623170094
2139,4783,interview-questions,15806382018315143951
2140,4785,deployment,8318377296771545551
2141,4785,websphere,1834418409302876044
2142,4785,cluster-computing,1373252094396552175
2143,4791,stackoverflow,14495450846426965351
2144,4794,flex,9518176214110411359
2145,4794,actionscript-3,5250563049462232363
2146,4794,air,15408038388863760497
2147,4794,obfuscation,1080222061225866048
2148,4816,c#,5994039331786021662
2149,4816,.net,14548616393787113562
2150,4816,dns,14445589163837010697
2151,4816,reverse-dns,7870072183546286955
2152,4822,intervention,1353996497728486185
2153,4824,c,15431472473884123908
2154,4824,string,12139375189420722375
2155,4839,zend-studio,10483464972879814996
2156,4839,code-completion,8799855224591762743
2157,4845,books,140855303569724541
2158,4845,x86,6663653029877109366
2159,4845,recommendation,7758709423435036183
2160,4845,assembly,3676502640134791125
2161,4849,c#,17868518147142742908
2162,4849,browser,16114295646403158998
2163,4850,c#,16748403745054166536
2164,4850,user-interface,5948125817919694652
2165,4850,directx,14441039900213826210
2166,4859,stackoverflow,10251208316754327923
2167,4860,xml,11934198365880374985
2168,4860,xml-signature,4754783508092387406
2169,4864,stackoverflow,13979975619941752989
2170,4864,css,1892612452446278396
2171,4864,xhtml,8096485398848715078
2172,4870,regex,7993105916479577553
2173,4870,ansi,2692693196224412707
2174,4880,html,15769451343784888984
2175,4880,email,9251946840707492645
2176,4880,forms,3822139904336410428
2177,4880,confirm,9994125360156650851
2178,4884,javascript,2943239092465464599
2179,4884,events,218820607241266162
2180,4884,dom,16418022116130138898
2181,4884,keyboard,3494479369437956205
2182,4891,sql,3130010542981778364
2183,4891,database,16672694390953989690
2184,4894,stackoverflow,16387203559431489966
2185,4894,grid,17816335622414484735
2186,4901,stackoverflow,17011246118835164047
2187,4911,asp.net,1708318970396492911
2188,4911,authentication,14944162505673613244
2189,4913,c#,11238667584526855453
2190,4913,.net,14259590850683856971
2191,4913,winforms,3219810477723354240
2192,4913,user-interface,4146064843468897658
2193,4913,button,4068180878536668546
2194,4922,java,4851348674952711737
2195,4922,primitive,10361130571451220170
2196,4922,autoboxing,18260434571202885076
2197,4923,javascript,7302458642355756872
2198,4923,jquery,3724694517482721367
2199,4923,html,13069188312659637586
2200,4923,css,13169102624040488410
2201,4923,cfml,14977916606504105495
2202,4930,c#,9382602065489402826
2203,4930,.net,17305998130021446274
2204,4930,sharepoint,6655532424595219528
2205,4930,assemblies,13008531783888040946
2206,4939,linq-to-sql,16961553995097641925
2207,4941,hardware,3674420366226439997
2208,4941,virtual,14143455972693460685
2209,4941,monitor,15254841249891773228
2210,4941,environment,16634929419269675825
2211,4942,php,2741507803228217120
2212,4942,python,5238574966575917149
2213,4942,ruby-on-rails,12272616584771191614
2214,4942,ruby,5790179314999946819
2215,4943,language-agnostic,13218630895054973366
2216,4949,php,15029261812834789195
2217,4949,svn,6180392576626068873
2218,4949,version-control,1389077984294932725
2219,4949,cvs,3320589433444911879
2220,4952,database,10360740632853404656
2221,4952,svn,6236534233280565184
2222,4952,version-control,14847264669932914067
2223,4954,regex,1296081781057242604
2224,4973,html,16419629321716780457
2225,4973,css,13480691950173992954
2226,4977,stackoverflow,5948697484884314110
2227,4986,web-applications,3444172189225887176
2228,4994,sql,6555297950989920836
2229,4994,sql-server,16199756819429235288
2230,4994,schema,6759101771820401646
2231,4994,ddl,12550027927558894833
2232,4995,websphere,13779383992035864721
2233,4995,ibm,14800704463354907218
2234,4998,testing,17263530279283127449
2235,5002,.net,3295146324301169808
2236,5002,remoting,1171563825833741403
2237,5002,performance,65489344338120662
2238,5002,vpn,1293480549257911538
2239,5002,wireless,13361832853412930131
2240,5003,productivity,8329041340863139152
2241,5010,conferences,1994534141103233699
2242,5013,deployment,5179950898282432210
2243,5013,websphere,12383783834577523035
2244,5017,flex,17829197225343190702
2245,5017,actionscript-3,14298355332225381965
2246,5017,air,9847118635097714478
2247,5024,perl,7752630466332488363
2248,5025,php,4871797710992432928
2249,5025,sql-server,1385426545832596302
2250,5025,database,18423720508585094120
2251,5025,sql-server-2005,4577764207297162688
2252,5027,asp.net,4607013219445156143
2253,5027,size,3712462334294065957
2254,5027,menu,10889591992595679488
2255,5033,dependency-injection,15544208190501310340
2256,5033,inversion-of-control,3283959627495130369
2257,5043,culture,13387068415424021448
2258,5060,cms,4203738833739703152
2259,5060,joomla,2686387354810997415
2260,5060,asp.net,10902030299968159999
2261,5061,asp.net,2194713450120064532
2262,5061,content-management-system,16707566721290188336
2263,5061,joomla,12601390621957100545
2264,5071,cvs,11217989605197126948
2265,5075,mysql,353474797710064163
2266,5075,database,562081407613126042
2267,5078,linux,2735990851633358396
2268,5078,security,10885100088069388438
2269,5078,webserver,12654044265242915380
2270,5084,osx,12728154148892200081
2271,5084,firefox,515075449247699586
2272,5084,upload,3621339315549165726
2273,5087,ruby-on-rails,17637564200431022031
2274,5087,ruby,11022566765959079516
2275,5087,grails,8067185038961521060
2276,5087,groovy,17346704267033529254
2277,5100,software-tools,5151344789216305039
2278,5102,python,3342068512323720626
2279,5102,apache,8071462220393333875
2280,5102,apache2,11792678240359805408
2281,5118,javascript,1420990124125530862
2282,5118,html,2730565834411601111
2283,5118,asp.net,8053742919359666997
2284,5118,css,10629144373092704304
2285,5119,language-agnostic,17303234634098607586
2286,5119,resources,147327687430687867
2287,5134,svn,11714644761065228424
2288,5134,hook,16969421939271427767
2289,5134,svn-hooks,600836866605126736
2290,5136,python,10995584479495617700
2291,5136,c,12759240955668917454
2292,5136,matlab,7189616270738347915
2293,5138,polls,9582478111719654350
2294,5138,webcomic,15026377412555763142
2295,5138,programming-culture,512084266509537817
2296,5142,sql,17937543182633153996
2297,5142,firebird,2680695567813962789
2298,5142,interbase,18377006522557085836
2299,5152,stackoverflow,6082013911288287645
2300,5152,knowledge,2583455193652815328
2301,5170,sql-server,12081081276785030405
2302,5179,javascript,16625812830927600114
2303,5179,c#,11659120692124816991
2304,5179,asp.net,5396795820004568400
2305,5179,forms,2430405115099893813
2306,5179,postback,650234669479306018
2307,5188,asmx,11330645828339454145
2308,5191,stackoverflow,8099723632442336427
2309,5194,c#,13724383268794868578
2310,5194,linq,17414045391669500220
2311,5194,.net-3.5,6062905746677636743
2312,5194,lambda,1309352744833521579
2313,5196,resources,11874484940789322129
2314,5196,jobs,12611292152356069354
2315,5196,job-boards,759141739563452271
2316,5198,stackoverflow,52626900695302347
2317,5198,beta,611005416182027013
2318,5198,google,4824983218423303384
2319,5214,php,14261474135695494348
2320,5214,layout,683071485778392468
2321,5214,standards,5243260666744580770
2322,5222,java,16811435809644220369
2323,5222,http,3966403892644288162
2324,5222,servlets,14734011392954353170
2325,5223,javascript,14561728221633538200
2326,5223,javascript-objects,15146133573293705053
2327,5226,html,13189532726242373358
2328,5226,semantic-markup,2321365138132269103
2329,5237,asp.net,5485649508126631314
2330,5237,iis,4250911788647835641
2331,5237,virtual-directory,12197175516355517451
2332,5242,user-interface,2920120533532192446
2333,5242,usability,3900454743436264669
2334,5251,gwt,9542117298567904958
2335,5251,charts,14693210108918814102
2336,5260,vb.net,9818574522822570882
2337,5260,date,5667285153095081374
2338,5263,.net,4802796893725599951
2339,5263,database,7475304980888305786
2340,5263,ado.net,7259882496926081999
2341,5264,reporting-services,5591223026718967270
2342,5269,c#,2749678949271936376
2343,5269,language-agnostic,8356176807182293130
2344,5269,compiler-construction,5367049128890660108
2345,5269,logic,8496501987175695126
2346,5294,music,9435961627765347126
2347,5307,c#,8859295844325250052
2348,5307,winforms,11970235730907937975
2349,5313,python,11178707257876822917
2350,5313,user-interface,4932021924048804715
2351,5313,markup,16018040131495603698
2352,5323,css,1037393171812513626
2353,5326,documentation,14872063530998739508
2354,5326,software-engineering,17249729080834515382
2355,5328,java,12493747529819011756
2356,5328,exception,9458551604801307138
2357,5328,mocking,10480773179066569113
2358,5328,try-catch,2338127480573091997
2359,5329,tfs,15162865669895791640
2360,5329,workflow,16505266007617020348
2361,5329,lifecycle,15657674365769507235
2362,5329,cmmi,8371716758449906177
2363,5329,msf,16552658983402518281
2364,5349,membership,4095174060509888937
2365,5358,stackoverflow,165449965739925127
2366,5358,culture,4240135260902318838
2367,5367,stackoverflow,16699867829394751559
2368,5373,seo,522459388012530215
2369,5373,social,1352243557526873197
2370,5373,social-networking,5343161190784266795
2371,5373,permalink,18040597119148395957
2372,5374,xslt,4352955068391476921
2373,5377,stackoverflow,1350491945272911936
2374,5377,culture,8873375997380388623
2375,5383,tools,15407185024264024835
2376,5383,compression,17940584330331487180
2377,5383,zip,12573932817957385048
2378,5383,application,11785352200333688688
2379,5396,sql-server,1512182654512833663
2380,5396,sql-server-2008,13125494679415948613
2381,5396,iis,11154687706918753301
2382,5397,asp.net,1524121939213234158
2383,5397,web-applications,4386814753446272704
2384,5397,e-commerce,8759468406871663527
2385,5415,python,3800363459560332467
2386,5415,floating-point,8494766391773495465
2387,5419,python,1502215870061978409
2388,5419,unicode,13567633034048117819
2389,5425,html,16273918285999395957
2390,5425,xml,15376906781570281822
2391,5425,comments,16021205911157219429
2392,5425,sgml,3721931906774019003
2393,5428,conventions,11946662501883421418
2394,5428,hungarian-notation,12824045137102203363
2395,5428,self-documenting-code,3111758477224693952
2396,5446,projects,11542083041804571686
2397,5446,project-planning,2863946892180208685
2398,5446,teamwork,17806602893142932341
2399,5446,leader,1171216369683959204
2400,5459,php,16560285725173133257
2401,5459,oop,14456621493663935318
2402,5460,community-server,13590403614251520988
2403,5463,stackoverflow,10391869729991226246
2404,5463,reputation,11600653916624833391
2405,5463,votes,14487887735811633773
2406,5473,git,10445862145551429656
2407,5473,version-control,898325006731358779
2408,5473,git-reset,8056822024064987611
2409,5478,stackoverflow,11635329934014642407
2410,5478,badge,5314249423798432398
2411,5482,asp.net,11431930683521478235
2412,5482,javascript,3726604207417666876
2413,5482,asp.net-ajax,130923968924041531
2414,5494,sharepoint,12322952237365509899
2415,5494,iis,15993489846164710965
2416,5494,moss,3348470045478892518
2417,5494,wss,4148233243290316293
2418,5507,windows,5226817792593237690
2419,5507,winapi,15640019204370119018
2420,5509,memory-leaks,4851203277974929040
2421,5509,rational,14615406079644681007
2422,5509,purify,599764568662106877
2423,5511,wpf,7530948117734004706
2424,5514,java,634822986773476787
2425,5514,mvc,12756017279789284738
2426,5514,jsf,4998909786137388241
2427,5514,frameworks,10688062139890711968
2428,5516,c#,17340404185296173288
2429,5516,.net,8809931485583973178
2430,5516,java,15248077096414637223
2431,5516,crossplatform,10684334123470507191
2432,5526,web2.0,13951962852287794499
2433,5526,microformats,336062964376572068
2434,5527,java,6301883268157350469
2435,5527,j#,610614329143424700
2436,5529,stackoverflow,2733617791176456622
2437,5529,clickfraud,916357353593300430
2438,5529,hitcounter,13159819441636901909
2439,5529,popular,5631531745877866066
2440,5544,asp.net-mvc,13096733441401979219
2441,5562,desktop,2102352750385786848
2442,5562,laptop,12510265446204502202
2443,5564,stackoverflow,3049429284088709091
2444,5564,reputation,17281377574930699038
2445,5564,votes,14499220767943136759
2446,5594,sql-server-2008,3983404619782180969
2447,5597,python,3895702314645571293
2448,5598,web-services,11753719112929997704
2449,5598,rest,8986778113817247150
2450,5598,wsdl,12273037746031336036
2451,5600,sql-server,5908325043626946568
2452,5600,indexing,1024618532458914132
2453,5605,http,11251267793261779597
2454,5605,emacs,18287983790759543404
2455,5606,licensing,11009657943087973003
2456,5606,product-management,17516430201209087418
2457,5611,php,13410875980939043348
2458,5611,security,1501090599882549799
2459,5611,random,2121109884129304787
2460,5618,.net,16036116702300579721
2461,5618,ajax,10264668162238334968
2462,5618,sharepoint,8067737177693931979
2463,5619,ajax,2322798367048339507
2464,5619,debugging,17698548256603573663
2465,5619,internet-explorer,14440616308766642124
2466,5619,ssl,7329946788285736976
2467,5619,internet-explorer-6,5945939817172911340
2468,5628,asp.net-mvc,13044452871526189840
2469,5629,html,14131678928828803764
2470,5629,html5,18068605593011229531
2471,5629,doctype,13445613082411491322
2472,5648,stackoverflow,5904473710415083945
2473,5648,podcast,6552545621818115804
2474,5649,xcode,6479844248000964375
2475,5649,osx,6145865341339622204
2476,5649,x86,8668498467822094481
2477,5649,assembly,9400939314376986379
2478,5651,java,6620994441367887874
2479,5651,c++,9329092270723856442
2480,5667,informix,10278799227255503928
2481,5667,spl,5027108249662266709
2482,5672,design,6776326353085057359
2483,5672,gui,9494491541947988213
2484,5674,wiki,3310752724308668614
2485,5674,fogbugz,16348989301438634513
2486,5682,unicode,11441026629978404762
2487,5682,utf-8,2237928638921209821
2488,5682,fonts,15196833101140664266
2489,5690,asp.net-mvc,17216987632455272930
2490,5690,asp.net-mvc-routing,14948885834275292280
2491,5694,c#,8569655674300972179
2492,5694,visual-studio,13580153790139797604
2493,5704,.net,6978902324811982000
2494,5706,c#,14849770094838344569
2495,5706,asp.net,3034350703450419289
2496,5706,request,7510099674261593238
2497,5710,community-server,13326061456781192927
2498,5710,home-server,4794220770329355864
2499,5724,windows,18340438181282005021
2500,5724,shell,16085911770039397323
2501,5724,cmd,2685113300931037785
2502,5727,c++,892274701561012114
2503,5727,c,4592443206032421419
2504,5727,pointers,13424362858678019158
2505,5729,stackoverflow,14347014269026776935
2506,5741,firefox,864178085865630253
2507,5741,firebug,8399746261774481386
2508,5743,.net,2297843809707957762
2509,5743,windows,7223550296210465792
2510,5743,graphing,12580416001944664589
2511,5759,vb.net,11855799880548232479
2512,5759,loops,5862534712289237342
2513,5759,vb6,11606267575388089878
2514,5759,exit,16265764394857810984
2515,5773,stackoverflow,2002824503589490882
2516,5773,search,3977629078198323739
2517,5773,pagerank,10506146353790101161
2518,5773,spidering,13079612535044599544
2519,5787,c#,8351431345337406199
2520,5791,vb.net,3905074740314767678
2521,5791,nothing,16875120523361322840
2522,5793,stackoverflow,14125731284203660192
2523,5793,youtube,8877705383571674775
2524,5794,browser,16157045461252343518
2525,5795,c#,5779381469294219288
2526,5802,sql,7789833414823869524
2527,5802,database,12255618430194539207
2528,5802,inheritance,6164639636405076676
2529,5802,sql-server-2005,1633999051083700977
2530,5821,sql-server,12672091208543337179
2531,5831,c#,10409493217339991539
2532,5831,file,7734806252677352246
2533,5831,patch,6021307115729697085
2534,5833,html,299929566651560411
2535,5833,open-source,16624529592968700856
2536,5833,editor,8981785901693642785
2537,5833,free,6820067859734691898
2538,5833,wysiwyg,8680778360799569688
2539,5842,mysql,2037521376129750796
2540,5842,database,12485358039633078565
2541,5842,ms-access,16471427748802836821
2542,5846,php,16224329775867190107
2543,5846,mysql,11702839935120465336
2544,5855,java,4257770890514738189
2545,5855,build-automation,7685162031673606908
2546,5855,rcp,1261531693211015632
2547,5855,jnlp,8749384771958963039
2548,5857,mailto,7009848029821164291
2549,5863,c#,8332789064866098218
2550,5863,.net,17194793960360798562
2551,5863,wcf,13604477638404595735
2552,5863,web-services,13150389863537816856
2553,5863,backwards-compatibility,17706078910363242148
2554,5864,language-agnostic,17359163640397018022
2555,5864,code-review,17584398022507659775
2556,5864,collaboration,10139036995174427211
2557,5872,php,2867031102061507854
2558,5872,svn,1536497051464113992
2559,5872,scripting,18342298681336455531
2560,5872,tortoisesvn,4878487419043173297
2561,5872,build-process,15623954901513764959
2562,5874,upload,16745149669301224548
2563,5874,ftp,8133838284195958360
2564,5876,dns,18325425857103785289
2565,5876,dnsmasq,6413072966142438846
2566,5880,architecture,11530042111939880004
2567,5880,n-tier,4805011506532433867
2568,5881,firefox,3026110999879648384
2569,5892,c++,16702049919259830539
2570,5892,visual-c++,7713376580774983516
2571,5892,linker,7729358879975941563
2572,5892,vc6,15076266730685125714
2573,5894,c#,2055742849506356679
2574,5894,controls,1598235808250169066
2575,5894,tree,16542480920490577393
2576,5894,genealogy,14598825063700161594
2577,5905,interview-questions,12019004774014347414
2578,5905,resume,15781291177371062420
2579,5905,cv,11926843476645088943
2580,5908,sql-server,7237930257651359328
2581,5908,logging,7840892241415202189
2582,5908,statistics,5084619672285071933
2583,5909,python,1615194572477839580
2584,5909,urllib,16066369440154110441
2585,5913,javascript,833088830807509898
2586,5913,dom,2768150090112421115
2587,5913,browser,1827338987486284199
2588,5913,client-scripting,7392098647483670999
2589,5916,visual-studio,4638716921622060314
2590,5916,folding,3914386087383407941
